phc_id,medicine_id,week,actual,yhat,yhat_lo,yhat_hi
PHC_BORIGUMMA,AMOXICILLIN,W+03,,379,306,452
PHC_BORIGUMMA,AMOXICILLIN,W+04,,391,305,477
PHC_BORIGUMMA,AMOXICILLIN,W+05,,403,305,501
PHC_BORIGUMMA,AMOXICILLIN,W+06,,415,303,527
PHC_BORIGUMMA,OXYTOCIN,W-08,107,,,
PHC_BORIGUMMA,OXYTOCIN,W-07,124,,,
PHC_BORIGUMMA,OXYTOCIN,W-06,124,,,
PHC_BORIGUMMA,OXYTOCIN,W-05,108,,,
PHC_BORIGUMMA,OXYTOCIN,W-04,118,,,
PHC_BORIGUMMA,OXYTOCIN,W-03,110,,,
PHC_BORIGUMMA,OXYTOCIN,W-02,135,,,
PHC_BORIGUMMA,OXYTOCIN,W-01,136,,,
PHC_BORIGUMMA,OXYTOCIN,W+01,,121,104,138
PHC_BORIGUMMA,OXYTOCIN,W+02,,125,104,146
PHC_BORIGUMMA,OXYTOCIN,W+03,,129,104,154
PHC_BORIGUMMA,OXYTOCIN,W+04,,133,104,162
PHC_BORIGUMMA,OXYTOCIN,W+05,,137,104,170
PHC_BORIGUMMA,OXYTOCIN,W+06,,141,103,179
PHC_BORIGUMMA,RABIES_VACCINE,W-08,86,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-07,96,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-06,97,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-05,88,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-04,105,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-03,101,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-02,109,,,
PHC_BORIGUMMA,RABIES_VACCINE,W-01,105,,,
PHC_BORIGUMMA,RABIES_VACCINE,W+01,,101,87,115
PHC_BORIGUMMA,RABIES_VACCINE,W+02,,104,87,121
PHC_BORIGUMMA,RABIES_VACCINE,W+03,,108,87,129
PHC_BORIGUMMA,RABIES_VACCINE,W+04,,111,87,135
PHC_BORIGUMMA,RABIES_VACCINE,W+05,,115,87,143
PHC_BORIGUMMA,RABIES_VACCINE,W+06,,118,87,149
PHC_BORIGUMMA,PARACETAMOL,W-08,470,,,
PHC_BORIGUMMA,PARACETAMOL,W-07,531,,,
PHC_BORIGUMMA,PARACETAMOL,W-06,496,,,
PHC_BORIGUMMA,PARACETAMOL,W-05,647,,,
PHC_BORIGUMMA,PARACETAMOL,W-04,651,,,
PHC_BORIGUMMA,PARACETAMOL,W-03,656,,,
PHC_BORIGUMMA,PARACETAMOL,W-02,587,,,
PHC_BORIGUMMA,PARACETAMOL,W-01,561,,,
PHC_BORIGUMMA,PARACETAMOL,W+01,,608,520,696
PHC_BORIGUMMA,PARACETAMOL,W+02,,629,523,735
PHC_BORIGUMMA,PARACETAMOL,W+03,,649,523,775
PHC_BORIGUMMA,PARACETAMOL,W+04,,670,523,817
PHC_BORIGUMMA,PARACETAMOL,W+05,,690,521,859
PHC_BORIGUMMA,PARACETAMOL,W+06,,711,520,902
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-08,80,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-07,83,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-06,67,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-05,76,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-04,70,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-03,85,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-02,87,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W-01,75,,,
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+01,,80,69,91
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+02,,83,69,97
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+03,,86,70,102
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+04,,88,69,107
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+05,,91,69,113
PHC_BORIGUMMA,SNAKE_ANTIVENOM,W+06,,94,69,119
PHC_KOTPAD,ORS_ZINC,W-08,290,,,
PHC_KOTPAD,ORS_ZINC,W-07,303,,,
PHC_KOTPAD,ORS_ZINC,W-06,286,,,
PHC_KOTPAD,ORS_ZINC,W-05,342,,,
PHC_KOTPAD,ORS_ZINC,W-04,311,,,
PHC_KOTPAD,ORS_ZINC,W-03,300,,,
PHC_KOTPAD,ORS_ZINC,W-02,333,,,
PHC_KOTPAD,ORS_ZINC,W-01,355,,,
PHC_KOTPAD,ORS_ZINC,W+01,,326,279,373
PHC_KOTPAD,ORS_ZINC,W+02,,337,280,394
PHC_KOTPAD,ORS_ZINC,W+03,,348,281,415
PHC_KOTPAD,ORS_ZINC,W+04,,359,281,437
PHC_KOTPAD,ORS_ZINC,W+05,,370,280,460
PHC_KOTPAD,ORS_ZINC,W+06,,381,279,483
PHC_KOTPAD,ARTESUNATE,W-08,149,,,
PHC_KOTPAD,ARTESUNATE,W-07,157,,,
PHC_KOTPAD,ARTESUNATE,W-06,192,,,
PHC_KOTPAD,ARTESUNATE,W-05,180,,,
PHC_KOTPAD,ARTESUNATE,W-04,173,,,
PHC_KOTPAD,ARTESUNATE,W-03,181,,,
PHC_KOTPAD,ARTESUNATE,W-02,166,,,
PHC_KOTPAD,ARTESUNATE,W-01,174,,,
PHC_KOTPAD,ARTESUNATE,W+01,,181,155,207
PHC_KOTPAD,ARTESUNATE,W+02,,187,156,218
PHC_KOTPAD,ARTESUNATE,W+03,,193,156,230
PHC_KOTPAD,ARTESUNATE,W+04,,199,156,242
PHC_KOTPAD,ARTESUNATE,W+05,,205,155,255
PHC_KOTPAD,ARTESUNATE,W+06,,211,155,267
PHC_KOTPAD,AMOXICILLIN,W-08,217,,,
PHC_KOTPAD,AMOXICILLIN,W-07,238,,,
PHC_KOTPAD,AMOXICILLIN,W-06,220,,,
PHC_KOTPAD,AMOXICILLIN,W-05,224,,,
PHC_KOTPAD,AMOXICILLIN,W-04,220,,,
PHC_KOTPAD,AMOXICILLIN,W-03,260,,,
PHC_KOTPAD,AMOXICILLIN,W-02,239,,,
PHC_KOTPAD,AMOXICILLIN,W-01,287,,,
PHC_KOTPAD,AMOXICILLIN,W+01,,253,217,289
PHC_KOTPAD,AMOXICILLIN,W+02,,262,218,306
PHC_KOTPAD,AMOXICILLIN,W+03,,270,218,322
PHC_KOTPAD,AMOXICILLIN,W+04,,279,218,340
PHC_KOTPAD,AMOXICILLIN,W+05,,287,217,357
PHC_KOTPAD,AMOXICILLIN,W+06,,296,217,375
PHC_KOTPAD,OXYTOCIN,W-08,85,,,
PHC_KOTPAD,OXYTOCIN,W-07,70,,,
PHC_KOTPAD,OXYTOCIN,W-06,75,,,
PHC_KOTPAD,OXYTOCIN,W-05,86,,,
PHC_KOTPAD,OXYTOCIN,W-04,78,,,
PHC_KOTPAD,OXYTOCIN,W-03,78,,,
PHC_KOTPAD,OXYTOCIN,W-02,97,,,
PHC_KOTPAD,OXYTOCIN,W-01,91,,,
PHC_KOTPAD,OXYTOCIN,W+01,,86,74,98
PHC_KOTPAD,OXYTOCIN,W+02,,89,74,104
PHC_KOTPAD,OXYTOCIN,W+03,,92,75,109
PHC_KOTPAD,OXYTOCIN,W+04,,95,75,115
PHC_KOTPAD,OXYTOCIN,W+05,,98,74,122
PHC_KOTPAD,OXYTOCIN,W+06,,101,74,128
PHC_KOTPAD,RABIES_VACCINE,W-08,64,,,
PHC_KOTPAD,RABIES_VACCINE,W-07,71,,,
PHC_KOTPAD,RABIES_VACCINE,W-06,73,,,
PHC_KOTPAD,RABIES_VACCINE,W-05,63,,,
PHC_KOTPAD,RABIES_VACCINE,W-04,63,,,
PHC_KOTPAD,RABIES_VACCINE,W-03,70,,,
PHC_KOTPAD,RABIES_VACCINE,W-02,72,,,
PHC_KOTPAD,RABIES_VACCINE,W-01,74,,,
PHC_KOTPAD,RABIES_VACCINE,W+01,,72,62,82
PHC_KOTPAD,RABIES_VACCINE,W+02,,74,62,86
PHC_KOTPAD,RABIES_VACCINE,W+03,,77,62,92
PHC_KOTPAD,RABIES_VACCINE,W+04,,79,62,96
PHC_KOTPAD,RABIES_VACCINE,W+05,,82,62,102
PHC_KOTPAD,RABIES_VACCINE,W+06,,84,62,106
PHC_KOTPAD,PARACETAMOL,W-08,415,,,
PHC_KOTPAD,PARACETAMOL,W-07,417,,,
PHC_KOTPAD,PARACETAMOL,W-06,460,,,
PHC_KOTPAD,PARACETAMOL,W-05,371,,,
PHC_KOTPAD,PARACETAMOL,W-04,413,,,
PHC_KOTPAD,PARACETAMOL,W-03,415,,,
PHC_KOTPAD,PARACETAMOL,W-02,480,,,
PHC_KOTPAD,PARACETAMOL,W-01,421,,,
PHC_KOTPAD,PARACETAMOL,W+01,,434,372,496
PHC_KOTPAD,PARACETAMOL,W+02,,449,373,525
PHC_KOTPAD,PARACETAMOL,W+03,,464,374,554
PHC_KOTPAD,PARACETAMOL,W+04,,478,373,583
PHC_KOTPAD,PARACETAMOL,W+05,,493,373,613
PHC_KOTPAD,PARACETAMOL,W+06,,508,371,645
PHC_KOTPAD,SNAKE_ANTIVENOM,W-08,47,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-07,52,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-06,53,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-05,52,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-04,52,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-03,63,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-02,57,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W-01,65,,,
PHC_KOTPAD,SNAKE_ANTIVENOM,W+01,,57,49,65
PHC_KOTPAD,SNAKE_ANTIVENOM,W+02,,59,49,69
PHC_KOTPAD,SNAKE_ANTIVENOM,W+03,,61,50,72
PHC_KOTPAD,SNAKE_ANTIVENOM,W+04,,63,50,76
PHC_KOTPAD,SNAKE_ANTIVENOM,W+05,,65,50,80
PHC_KOTPAD,SNAKE_ANTIVENOM,W+06,,67,49,85
PHC_LAMTAPUT,ORS_ZINC,W-08,237,,,
PHC_LAMTAPUT,ORS_ZINC,W-07,209,,,
PHC_LAMTAPUT,ORS_ZINC,W-06,277,,,
PHC_LAMTAPUT,ORS_ZINC,W-05,271,,,
PHC_LAMTAPUT,ORS_ZINC,W-04,285,,,
PHC_LAMTAPUT,ORS_ZINC,W-03,287,,,
PHC_LAMTAPUT,ORS_ZINC,W-02,287,,,
PHC_LAMTAPUT,ORS_ZINC,W-01,247,,,
PHC_LAMTAPUT,ORS_ZINC,W+01,,260,223,297
PHC_LAMTAPUT,ORS_ZINC,W+02,,269,224,314
PHC_LAMTAPUT,ORS_ZINC,W+03,,278,224,332
PHC_LAMTAPUT,ORS_ZINC,W+04,,287,224,350
PHC_LAMTAPUT,ORS_ZINC,W+05,,296,224,368
PHC_LAMTAPUT,ORS_ZINC,W+06,,304,222,386
PHC_LAMTAPUT,ARTESUNATE,W-08,129,,,
PHC_LAMTAPUT,ARTESUNATE,W-07,122,,,
PHC_LAMTAPUT,ARTESUNATE,W-06,132,,,
PHC_LAMTAPUT,ARTESUNATE,W-05,122,,,
PHC_LAMTAPUT,ARTESUNATE,W-04,136,,,
PHC_LAMTAPUT,ARTESUNATE,W-03,161,,,
PHC_LAMTAPUT,ARTESUNATE,W-02,138,,,
PHC_LAMTAPUT,ARTESUNATE,W-01,160,,,
PHC_LAMTAPUT,ARTESUNATE,W+01,,144,124,164
PHC_LAMTAPUT,ARTESUNATE,W+02,,149,124,174
PHC_LAMTAPUT,ARTESUNATE,W+03,,154,124,184
PHC_LAMTAPUT,ARTESUNATE,W+04,,159,125,193
PHC_LAMTAPUT,ARTESUNATE,W+05,,164,124,204
PHC_LAMTAPUT,ARTESUNATE,W+06,,169,124,214
PHC_LAMTAPUT,AMOXICILLIN,W-08,179,,,
PHC_LAMTAPUT,AMOXICILLIN,W-07,182,,,
PHC_LAMTAPUT,AMOXICILLIN,W-06,213,,,
PHC_LAMTAPUT,AMOXICILLIN,W-05,219,,,
PHC_LAMTAPUT,AMOXICILLIN,W-04,200,,,
PHC_LAMTAPUT,AMOXICILLIN,W-03,213,,,
PHC_LAMTAPUT,AMOXICILLIN,W-02,188,,,
PHC_LAMTAPUT,AMOXICILLIN,W-01,199,,,
PHC_LAMTAPUT,AMOXICILLIN,W+01,,202,173,231
PHC_LAMTAPUT,AMOXICILLIN,W+02,,209,174,244
PHC_LAMTAPUT,AMOXICILLIN,W+03,,216,174,258
PHC_LAMTAPUT,AMOXICILLIN,W+04,,223,174,272
PHC_LAMTAPUT,AMOXICILLIN,W+05,,230,174,286
PHC_LAMTAPUT,AMOXICILLIN,W+06,,237,174,300
PHC_LAMTAPUT,OXYTOCIN,W-08,70,,,
PHC_LAMTAPUT,OXYTOCIN,W-07,65,,,
PHC_LAMTAPUT,OXYTOCIN,W-06,65,,,
PHC_LAMTAPUT,OXYTOCIN,W-05,70,,,
PHC_LAMTAPUT,OXYTOCIN,W-04,59,,,
PHC_LAMTAPUT,OXYTOCIN,W-03,70,,,
PHC_LAMTAPUT,OXYTOCIN,W-02,70,,,
PHC_LAMTAPUT,OXYTOCIN,W-01,77,,,
PHC_LAMTAPUT,OXYTOCIN,W+01,,69,59,79
PHC_LAMTAPUT,OXYTOCIN,W+02,,71,59,83
PHC_LAMTAPUT,OXYTOCIN,W+03,,74,60,88
PHC_LAMTAPUT,OXYTOCIN,W+04,,76,60,92
PHC_LAMTAPUT,OXYTOCIN,W+05,,78,59,97
PHC_LAMTAPUT,OXYTOCIN,W+06,,81,60,102
PHC_LAMTAPUT,RABIES_VACCINE,W-08,47,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-07,59,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-06,48,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-05,50,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-04,57,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-03,60,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-02,54,,,
PHC_LAMTAPUT,RABIES_VACCINE,W-01,54,,,
PHC_LAMTAPUT,RABIES_VACCINE,W+01,,57,49,65
PHC_LAMTAPUT,RABIES_VACCINE,W+02,,59,49,69
PHC_LAMTAPUT,RABIES_VACCINE,W+03,,61,50,72
PHC_LAMTAPUT,RABIES_VACCINE,W+04,,63,50,76
PHC_LAMTAPUT,RABIES_VACCINE,W+05,,65,50,80
PHC_LAMTAPUT,RABIES_VACCINE,W+06,,67,49,85
PHC_LAMTAPUT,PARACETAMOL,W-08,346,,,
PHC_LAMTAPUT,PARACETAMOL,W-07,297,,,
PHC_LAMTAPUT,PARACETAMOL,W-06,334,,,
PHC_LAMTAPUT,PARACETAMOL,W-05,343,,,
PHC_LAMTAPUT,PARACETAMOL,W-04,332,,,
PHC_LAMTAPUT,PARACETAMOL,W-03,353,,,
PHC_LAMTAPUT,PARACETAMOL,W-02,354,,,
PHC_LAMTAPUT,PARACETAMOL,W-01,397,,,
PHC_LAMTAPUT,PARACETAMOL,W+01,,347,297,397
PHC_LAMTAPUT,PARACETAMOL,W+02,,359,298,420
PHC_LAMTAPUT,PARACETAMOL,W+03,,371,299,443
PHC_LAMTAPUT,PARACETAMOL,W+04,,383,299,467
PHC_LAMTAPUT,PARACETAMOL,W+05,,394,298,490
PHC_LAMTAPUT,PARACETAMOL,W+06,,406,297,515
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-08,37,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-07,44,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-06,39,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-05,42,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-04,46,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-03,43,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-02,44,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W-01,49,,,
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+01,,45,39,51
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+02,,47,40,54
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+03,,48,39,57
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+04,,50,39,61
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+05,,51,39,63
PHC_LAMTAPUT,SNAKE_ANTIVENOM,W+06,,53,39,67
PHC_BISSAM_CUTTACK,ORS_ZINC,W-08,361,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-07,414,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-06,484,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-05,493,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-04,396,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-03,421,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-02,436,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W-01,521,,,
PHC_BISSAM_CUTTACK,ORS_ZINC,W+01,,456,390,522
PHC_BISSAM_CUTTACK,ORS_ZINC,W+02,,471,391,551
PHC_BISSAM_CUTTACK,ORS_ZINC,W+03,,487,393,581
PHC_BISSAM_CUTTACK,ORS_ZINC,W+04,,502,392,612
PHC_BISSAM_CUTTACK,ORS_ZINC,W+05,,518,392,644
PHC_BISSAM_CUTTACK,ORS_ZINC,W+06,,533,390,676
PHC_BISSAM_CUTTACK,ARTESUNATE,W-08,251,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-07,255,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-06,228,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-05,219,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-04,267,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-03,264,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-02,263,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W-01,291,,,
PHC_BISSAM_CUTTACK,ARTESUNATE,W+01,,252,216,288
PHC_BISSAM_CUTTACK,ARTESUNATE,W+02,,261,217,305
PHC_BISSAM_CUTTACK,ARTESUNATE,W+03,,269,217,321
PHC_BISSAM_CUTTACK,ARTESUNATE,W+04,,278,217,339
PHC_BISSAM_CUTTACK,ARTESUNATE,W+05,,286,216,356
PHC_BISSAM_CUTTACK,ARTESUNATE,W+06,,295,216,374
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-08,332,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-07,281,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-06,360,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-05,321,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-04,361,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-03,392,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-02,327,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W-01,332,,,
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+01,,355,304,406
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+02,,367,305,429
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+03,,379,306,452
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+04,,391,305,477
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+05,,403,305,501
PHC_BISSAM_CUTTACK,AMOXICILLIN,W+06,,415,303,527
PHC_BISSAM_CUTTACK,OXYTOCIN,W-08,96,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-07,112,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-06,106,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-05,119,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-04,124,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-03,111,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-02,126,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W-01,118,,,
PHC_BISSAM_CUTTACK,OXYTOCIN,W+01,,121,104,138
PHC_BISSAM_CUTTACK,OXYTOCIN,W+02,,125,104,146
PHC_BISSAM_CUTTACK,OXYTOCIN,W+03,,129,104,154
PHC_BISSAM_CUTTACK,OXYTOCIN,W+04,,133,104,162
PHC_BISSAM_CUTTACK,OXYTOCIN,W+05,,137,104,170
PHC_BISSAM_CUTTACK,OXYTOCIN,W+06,,141,103,179
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-08,90,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-07,103,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-06,103,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-05,86,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-04,97,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-03,95,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-02,90,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W-01,111,,,
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+01,,101,87,115
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+02,,104,87,121
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+03,,108,87,129
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+04,,111,87,135
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+05,,115,87,143
PHC_BISSAM_CUTTACK,RABIES_VACCINE,W+06,,118,87,149
PHC_BISSAM_CUTTACK,PARACETAMOL,W-08,567,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-07,522,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-06,607,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-05,590,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-04,582,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-03,530,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-02,552,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W-01,687,,,
PHC_BISSAM_CUTTACK,PARACETAMOL,W+01,,608,520,696
PHC_BISSAM_CUTTACK,PARACETAMOL,W+02,,629,523,735
PHC_BISSAM_CUTTACK,PARACETAMOL,W+03,,649,523,775
PHC_BISSAM_CUTTACK,PARACETAMOL,W+04,,670,523,817
PHC_BISSAM_CUTTACK,PARACETAMOL,W+05,,690,521,859
PHC_BISSAM_CUTTACK,PARACETAMOL,W+06,,711,520,902
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-08,80,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-07,75,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-06,82,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-05,78,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-04,71,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-03,72,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-02,78,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W-01,91,,,
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+01,,80,69,91
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+02,,83,69,97
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+03,,86,70,102
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+04,,88,69,107
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+05,,91,69,113
PHC_BISSAM_CUTTACK,SNAKE_ANTIVENOM,W+06,,94,69,119
PHC_MUNIGUDA,ORS_ZINC,W-08,317,,,
PHC_MUNIGUDA,ORS_ZINC,W-07,328,,,
PHC_MUNIGUDA,ORS_ZINC,W-06,338,,,
PHC_MUNIGUDA,ORS_ZINC,W-05,288,,,
PHC_MUNIGUDA,ORS_ZINC,W-04,297,,,
PHC_MUNIGUDA,ORS_ZINC,W-03,291,,,
PHC_MUNIGUDA,ORS_ZINC,W-02,353,,,
PHC_MUNIGUDA,ORS_ZINC,W-01,368,,,
PHC_MUNIGUDA,ORS_ZINC,W+01,,326,279,373
PHC_MUNIGUDA,ORS_ZINC,W+02,,337,280,394
PHC_MUNIGUDA,ORS_ZINC,W+03,,348,281,415
PHC_MUNIGUDA,ORS_ZINC,W+04,,359,281,437
PHC_MUNIGUDA,ORS_ZINC,W+05,,370,280,460
PHC_MUNIGUDA,ORS_ZINC,W+06,,381,279,483
PHC_MUNIGUDA,ARTESUNATE,W-08,158,,,
PHC_MUNIGUDA,ARTESUNATE,W-07,171,,,
PHC_MUNIGUDA,ARTESUNATE,W-06,154,,,
PHC_MUNIGUDA,ARTESUNATE,W-05,192,,,
PHC_MUNIGUDA,ARTESUNATE,W-04,193,,,
PHC_MUNIGUDA,ARTESUNATE,W-03,201,,,
PHC_MUNIGUDA,ARTESUNATE,W-02,197,,,
PHC_MUNIGUDA,ARTESUNATE,W-01,204,,,
PHC_MUNIGUDA,ARTESUNATE,W+01,,181,155,207
